"Status","Start Time","Stop Time","Duration in ms","Parent Suite","Suite","Sub Suite","Test Class","Test Method","Name","Description"
"passed","Mon May 08 20:50:10 GMT 2023","Mon May 08 20:50:19 GMT 2023","8523","","expedia.selenide.LogInSelenideTests","","expedia.selenide.LogInSelenideTests","logInTest","logInTest()","Log in test"
